japanese,english
マナー,Manners
トレント,Trent
ハッスル,Hustle
蔦,ivy
談話,Conversation
長沼,Naganuma
異論,Objection
胡麻,sesame
ギャラクシー,Galaxy
アクシデント,accident
北宋,Northern Song Dynasty
室長,Office
ラット,Rat
江口,Eguchi
ローランド,Roland
接点,contact
搬入,Loading
新種,New species
断つ,cut off
委,Committee
万能,Omnipotent
俊足,Swift horse
阿南,Anan
製剤,Formulations
フロッピー,Floppy disk
ハロン,Halong
ノヴゴロド,Novgorod
マキシ,Maxi
見分ける,Distinguish
退避,Evacuation
野砲,Field Artillery
派出,Dispatched at
史書,History book
器楽,Instrumental music
多角,Polygonal
格安,Cheap
母さん,mother
カービィ,Kirby
シャム,Siam
ジャスコ,Jusco
シーア,Shia
球体,sphere
陛下,Your majesty
面々,Every one
ドライバ,driver
手軽,Simple
排斥,Rejection
レゲエ,reggae
内臓,Internal organs
巨匠,Maestro
同胞,Brethren
南陽,Nanyang
ルーフ,roof
モノコック,Monocoque
太后,Futoshikisaki
町人,Merchant
カンバーランド,Cumberland
エイズ,AIDS
ゴールデンタイム,Prime time
イワン,Ivan
もん,gate
キャット,Cat
キープ,keep
純一,Junichi
義弘,Yoshihiro
高裁,High Court
嫌気,Disgust
取り下げる,withdraw
時報,Time signal
何れ,Which
健太,Kenta
渡部,Watanabe
画風,Style of painting
相棒,Partner
町営,Municipal
目覚ましい,remarkable
乳母,Wet nurse
光速,speed of light
了解,Roger that
最良,best
焼ける,Burn
菊地,Kikuchi
つつじ,azalea
バスター,Buster
パンダ,Panda
プルトニウム,plutonium
ピストル,pistol
遮る,Intercept
渥美,Atsumi
無力,Powerlessness
自重,Dead weight
茂る,Grow thick
南中,Crossing the meridian
卵生,Oviparity
報知,Information
容れる,Accommodate
小文字,Lower case letters
再帰,Recursion
冥王星,Pluto
助詞,Particle
執権,Regent
蘇我,Soga
趣,Flavor
生まれ育つ,Born and raised
ジャッジ,judge
カイザー,Kaiser
向う,Face
断熱,Thermal insulation
パンクラス,Pancras
スーザン,Susan
留意,Note
珊瑚礁,coral reef
臣下,Vassal
草野,Kusano
賞品,prize
達,Reaches
殺菌,Sterilization
古市,Furuichi
同然,As good
國學院,KuniManabuin
ディアス,Diaz
トライアウト,Tryout
ヘッダ,header
素顔,Honest
ウェルナー,Werner
列伝,Retsuden
徐州,Xuzhou
労組,Labor union
大豆,soy
繰る,Kuru
胚,Embryos
狂言,Kyogen
誘惑,Temptation
プロット,plot
ハウンド,Hound
ピクセル,pixel
いとも,The Most
論説,Editorial
白金,platinum
塀,Fence
居酒屋,Tavern
占星術,astrology
座長,Chairman
改元,Era
レトロ,Retro
ワース,Worth
一群,Group
体当たり,Body blow
禁酒,Temperance
細か,fine
電離,Ionization
鮮明,clear
クラクフ,Krakow
ハウゼン,Oberhausen
ニーダーザクセン,Lower Saxony
デーモン,daemon
ヒンドゥー教,Hinduism
三日月,Crescent Moon
中略,Omission
ラツィオ,Lazio
モデリング,modeling
小杉,Kosugi
フセイン,Hussein
ブルックス,Brooks
羽目,Wainscoting
表向き,Ostensibly
過疎,Depopulation
ケニー,Kenny
だから,So
オイルショック,Oil shock
アダムス,Adams
コブラ,Cobra
オーランド,Orlando
カストロ,Castro
スプリングフィールド,Springfield
平岡,Hiraoka
ラウンジ,Lounge
康熙,Kangxi
復刊,Reissue
新入,New
嫉妬,jealousy
中尾,Nakao
スワン,Swan
パシャ,Pasha
ノーズ,Nose
ブリスベン,Brisbane
ホプキンス,Hopkins
仮名遣い,Syllabary spelling
借,Borrowing
悲惨,Misery
刺客,Assassin
曹洞宗,Sōtō school
服す,Fuchs
ザグレブ,Zagreb
観音寺,Temple
鉛筆,pencil
独ソ戦,Eastern front
舞子,Apprentice geisha
聖霊,Holy Spirit
能代,Noshiro
養う,Cultivate
蔵王,Zao
覇者,Champion
計る,measure
内山,Uchiyama
増進,Increase
干潟,Tideland
モルガン,Morgan
懐く,Become emotionally attached
単数,Singular number
通風,ventilation
道教,Taoism
錬金術,alchemy
立て続け,Rapid succession
コンテ,Continuity
スタント,Stunt
武夫,Takeo
就業,Employment
徹夜,All night
我孫子,Abiko
拿捕,Capture
交番,Police box
セレモニー,ceremony
バースト,burst
花巻,Hanamaki
電球,light bulb
魔物,Goblin
蹴球,Football
進捗,progress
漕ぎ着ける,Attain to
理系,Science
着物,kimono
肥沃,Fertile
中途,The middle
承久,Uketamawahisa
始末,Settlement
家元,Schoolmaster
サイボーグ,cyborg
ダライ・ラマ,Dalai Lama
ツッコミ,Tsukkomi
デザート,dessert
トゥールーズ,Toulouse
トリビュート,Tribute
楔,wedge
一節,passage
ものの,Although
ギムナジウム,Gymnasium
クレタ,Crete
フーリエ,Fourier
スレる,Rub
遣わす,send
五十音,Japanese syllabary
低木,Shrub
外資,Foreign capital
招致,Invitation
撤収,Withdrawal
証書,Certificate
遺児,Orphan
遼寧,Liaoning
野郎,Rascal
置き場,Place
罰則,The penalty
言い伝える,send a word
重信,Shigenobu
ホステル,hostel
ファウル,foul
処遇,treatment
名山,Mountains
家紋,Family crest
年刊,Annual publication
暇,Free time
江原,Ehara
手掛かり,clue
奏でる,Play
勝田,Katsuta
台所,kitchen
埋まる,Be filled
脱却,Break away
芭蕉,Basho
涼子,Ryoko
烏丸,Karasuma
率,rate
シアン,cyan
ウェーブ,Wave
減衰,Decay
王寺,Oji
落馬,Lok Ma
語呂,Euphony
地平,Ground level
柏崎,Kashiwazaki
六郎,Rokuro
忠義,Loyalty
振幅,amplitude
マーカー,marker
ムエタイ,Muay thai
英二,Eiji
エッセイスト,Essayist
ケイト,Kate
扶桑,Fuso
正五位,Positive ranked fifth
実物,Real thing
改選,Re-election
ユークリッド,Euclid
リタイヤ,Retired
北畠,Kitabatake
因縁,Fate
森永,Morinaga
没頭,Immerse yourself
河豚,Globefish
興福寺,Kofukuji
玲,Ling
監理,Supervision
ポッター,Potter
クリーン,clean
カーティス,Curtis
霊園,cemetery
青海,Qinghai
捻出,Working out
接地,ground
全日空,All Nippon Airways
ヴィジュアル,Visual
トランプ,Playing cards
清い,pure
火口,crater
転じる,Turn
エイジ,Age
アルビレックス,Albirex
コスタリカ,Costa Rica
ジョゼ,Jose
未,Not yet
慎太郎,Shintaro
欲望,desire
化ける,Take the form of
読み書き,Reading and writing
空想,Fantasy
チャップリン,Chaplin
スパー,Super
ガイア,Gaia
箸,chopsticks
陶磁器,Ceramic
鮪,tuna
召還,Recall
梅雨,rainy season
当の,Question
抵触,conflict
文筆,Literary art
不自然,unnatural
ブルージェイズ,Blue Jays
ドーピング,doping
重鎮,Leader
開国,Opening of a country
風貌,Appearance
総じて,Overall
足首,ankle
シャル,Shall
敬虔,Pious
暴風,Storm
朱鷺,Toki
河畔,Riverside
一意,unique
成都,Chengdu
所見,Opinion
前原,Maehara
勅許,Imperial sanction
叢書,Monographs
仙石,Sengoku
開票,Counting ballots
臭い,odor
苦悩,distress
ハイジャック,hijack
テヘラン,Tehran
デスマッチ,Death match
パウエル,Powell
ジンバブエ,Zimbabwe
ガラ,Gala
熱烈,Ardent
下手,poor
月額,Monthly amount
大邱,Daegu
射影,projection
ユーティリティ,utility
叙爵,conferring a peerage
幼生,Larva
彫像,Sculpture
挙動,behavior
ブレスト,Breast
ヘイズ,Hayes
デイヴ,Dave
マリオン,Marion
マーフィ,Murphy
メドレー,medley
浪士,Warriors
荒尾,Arao
高座,Koza
ガイウス,Gaius
エセックス,Essex
クルーザー,Cruiser
各務原,Kakamigahara
和約,Sum about
大滝,Otaki
本気,Seriousness
放課後,after school
ライカ,Leica
迎え撃つ,Ambush
マーズ,Mars
クリニック,clinic
スタンス,stance
ばれる,Bareru
シューベルト,Schubert
蕎麦,Buckwheat
見詰める,stare
種小名,Species epithet
夏場,Summertime
リサ,Lisa
丸ごと,Whole
個室,Private room
傷付く,Get injured
克也,Katsuya
利権,Concession
剥ぐ,Peel off
慣性,inertia
明星,Morning star
破滅,Ruin
ジュリアン,Julian
ジョイ,Joy
キヤノン,Canon
アパッチ,Apache
コンスタント,constant
メディチ,Medici
ゼウス,Zeus
ティック,Tick
触る,touch
瞬く間に,In the twinkling of an eye
長宗我部,Chosokabe
曲面,curved surface
服従,Submission
侮辱,insult
巧,Takumi
リアリティ,Reality
当代,Contemporary
ウェリントン,Wellington
防具,Armor
齋藤,Saito
ニジェール,Niger
塚本,Tsukamoto
将官,general
三星,Samsung
ロスト,lost
松川,Matsukawa
権勢,power
京子,Kyoko
加筆,Revision
クリケット,cricket
バイナリ,binary
バグダード,Baghdad
ハインツ,Heinz
ミック,Mick
延ばす,extend
排泄,excretion
三村,Mimura
修得,Acquisition
蜂蜜,honey
街頭,Street
見込める,Expected
湿る,Become wet
漱石,Soseki
物事,things
初恋,First love
加味,Taking into account
執拗,Persistence
捕捉,capture
栄一,Eiichi
毎日新聞社,The Mainichi Newspapers
水辺,Waterside
みちのく,Michinoku
あべ,Abe
オイゲン,Eugen
ショスタコーヴィチ,Shostakovich
ボールドウィン,Baldwin
松任,Matto
季刊,quarterly
小郡,Ogori
ロット,lot
復権,Rehabilitation
メンデルスゾーン,Mendelssohn
スエズ,Suez
カザン,Kazan
知見,Knowledge
雨季,rainy season
程近い,near
若宮,Wakamiya
茂雄,Shigeo
テッサロニキ,Thessaloniki
ホロコースト,Holocaust
キャッスル,Castle
二階堂,Nikaido
互角,Par
快感,Pleasant feeling
半生,Half a lifetime
短絡,Short circuit
自筆,Handwriting
音頭,Leading
猥褻,obscenity
退化,Degeneration
違和感,Incompatibility
進歩党,Progressive Party
石鹸,Soap
終生,Lifelong
ウェブブラウザ,Web browser
岩波,Iwanami
兆候,Sign
公会堂,Public hall
三笠,Mikasa
堀越,Horikoshi
定形,fixed form
宮津,Miyazu
密輸,smuggling
賭,Betting
送受信,Send and receive
滝沢,Takizawa
矢作,Yahagi
ヒマラヤ,Himalayas
ダース,dozen
オースチン,Austin
クター,Compactors
ウエート,weight
エドウイン,Edwin
深谷,Fukaya
不運,Bad luck
当たり前,Naturally
新装,Newly renovated
マルス,Mars
ソーラー,solar
マリーア,Maria
済州,Jeju
鳴き声,cry
蠅,Fly
西原,Nishihara
もや,mist
ロマンチック,romantic
一律,Evenness
円柱,Cylindrical column
勝浦,Katsuura
大の,Large of
法師,Buddhist priest
亀岡,Kameoka
遅らせる,Delay
発声,Utterance
臨界,critical
テンプレート,template
組立,assembly
綿花,Cotton
浪速,Naniwa
痩せる,lose weight
西岡,Nishioka
走塁,Base running
金森,Kanamori
偏見,prejudice
実演,Demonstration
幸子,Sachiko
喚起,Evocation
正明,Masaaki
アミューズメント,amusement
インカ,Inca
エリトリア,Eritrea
湿潤,wet
評定,Assessing
ディオン,Dion
ヘーゲル,Hegel
ビニール,vinyl
水運,Water transportation
中之島,Nakanoshima
応力,stress
手渡す,Surrender
値上げ,Price increases
凶悪,Atrocious
シトロエン,Citroen
利水,Water utilization
景色,view
見所,Highlights
静香,Shizuka
流刑,exile
白浜,Shirahama
パラリンピック,Paralympic Games
ファルコン,Falcon
桜木,Cherry tree
概して,generally
助力,Assistance
同乗,Riding together
大口,Large
下山,Descending
撒く,Sprinkle
ジョブ,job
エーテル,ether
激闘,Fierce fighting
無理矢理,forcibly
鑑みる,In view of
見掛,Apparent
賛歌,Praise
肥満,obesity
自前,Own
日誌,Diary
沿海,Coast
体温,Temperature
寺山,Terayama
市庁,City Hall
エアコン,Air conditioning
エイブラハム,Abraham
グロス,gross
遺作,Posthumous work
重き,Emphasis
靭帯,Ligaments
高揚,Exaltation
理数,Science and Mathematics
フリーエージェント,Free agent
市村,Ichimura
先取り,Ahead
月日,time
幾ら,How much
幾分,somewhat
店長,Store Manager
扁平,Flatness
上官,Superior officer
大根,Japanese white radish
平民,commoner
菌糸,Hypha
薪,firewood
遺骸,remains
シャア,Char
ブリーダーズカップ,Breeders' Cup
スマイル,Smile
タミル,Tamil
パブロ,Pablo
ティル,Till
ドラムス,Drums
マッサージ,Massage
マンハイム,Mannheim
官能,Functional
叙勲,Conferring of decorations
上顎,Upper jaw
入出力,Input and output
丁寧,Polite
キャメロン,Cameron
キッチン,kitchen
オリオン,Orion
湯川,Yukawa
確固たる,Firm
ロッシ,Rossi
塹壕,Entrenchment
宴,Banquet
リッチー,Richie
リベリア,Liberia
ストリップ,strip
アンデス,Andes
異星人,alien
葛城,Katsuragi
蛇行,meandering
直近,The most recent
食い止める,Hold back
契丹,Khitan
姶良,Aira
下さる,Give
手書き,Handwriting
ディストリビューション,Distribution
シャドウ,shadow
コーディネーター,coordinator
コミッショナー,commissioner
コールド,cold
シンデレラ,Cinderella
ぶつける,Hit
換気,ventilation
乃木,Beard
取手,Handle
赤血球,Red blood cells
浅川,Asakawa
マルセル,Marcel
トカゲ,Lizard
ロッテルダム,Rotterdam
上半身,Upper body
作製,Manufacture
外洋,The open sea
ゲット,get
音量,Volume
黒星,Black spot
緩衝,Buffered
草分け,Pioneer
責,Responsibility
浦賀,Uraga
大月,Otsuki
暗示,Hint
弁論,argument
ダイナマイト,dynamite
ティンパニ,Tympany
ハーレム,Harem
パノラマ,Panorama
パレルモ,Palermo
トレス,Torres
怠る,Neglect
訴追,Legal action
遠野,Tono
電工,Electrical engineering
黒崎,Kurosaki
雲丹,sea ​​urchin
行き先,destination
述語,predicate
素敵,Lovely
緻密,Fine
忠臣,Loyal
宅配,delivery
ライド,Ride
吉林,Jilin
東野,Higashino
丞相,Josho
チャイナ,China
バビロン,Babylon
サモア,Samoa
ステルス,stealth
おり,Cage
クロフォード,Crawford
共催,Co-host
ロケット弾,Rockets
砂利,gravel
翻弄,Mercy
通年,Full year
バーニー,Barney
パーマー,Palmer
トランク,trunk
ブルネイ,Brunei
掃海艇,Minesweeper
三上,Mikami
利得,gain
同好,Similar tastes
正人,Masato
ジングル,Jingle
ストレージ,storage
滅,Flashing
焼酎,Distilled spirits
球形,Spherical
砂丘,Dune
立証,Demonstration
石神,Ishigami
神保,Jimbo
魅了,Fascination
麻衣,Mai
片手,one hand
畦,Rib
復する,To recovery
ダイス,dice
そぐ,Discourage
ひろみ,Hiromi
アクア,Aqua
オペレーション,operation
カンタベリー,Canterbury
懇談,Informal talk
印字,Print
深まる,Deepen
琴平,Kotohira
護送,Convoy
送還,Repatriation
発泡,Foaming
哲郎,Tetsuro
レナード,Leonard
ロールス・ロイス,Rolls-Royce
手元,At hand
光合成,photosynthesis
ウズベク,Uzbek
ガウス,Gauss
堅実,solid
打てる,Strike
被覆,Coated
貧乏,Poverty
組閣,Formation of a cabinet
ヘンダーソン,Henderson
フィードバック,feedback
ドロー,draw
チャーチ,Church
斬首,Beheaded
亡い,Deceased
春日井,Brace
輿,Palanquin
焼却,incineration
相方,Partner
酒場,Bar
シグマ,sigma
グラナダ,Granada
後見人,Guardian
小結,Komusubi
